Id	Label
2205	赿
2206	走
2207	雬
2208	null
2209	丶
2210	礈
2211	㷒
2212	焿
2213	殑
2214	秌
2215	摨
2216	犀
2217	榌
2218	飛
2219	䎰
2220	斮
2221	鐔
2222	覃
2223	㝳
2224	&CDP-8CD9;
2225	笢
2226	撁
2227	牽
2228	煍
2229	秋
2230	趋
2231	澂
2232	&CDP-8DB6;
2233	鞣
2234	柔
2235	犳
2236	萹
2237	懬
2238	廣
2239	鎃
2240	派
2241	溩
2242	袵
2243	任
2244	蜧
2245	鍑
2246	复
2247	攚
2248	營
2249	髧
2250	熛
2251	㠔
2252	䃖
2253	烏
2254	闐
2255	溈
2256	磓
2257	娈
2258	皢
2259	䇛
2260	磀
2261	逆
2262	鸅
2263	㶃
2264	珛
2265	湠
2266	炭
2267	翯
2268	高
2269	&CDP-8BE9;
2270	惀
2271	楓
2272	鏳
2273	曾
2274	㲣
2275	㐊
2276	漹
2277	恈
2278	迺
2279	赉
2280	銣
2281	竴
2282	㡥
2283	&CDP-8D6D;
2284	㕔
2285	聽
2286	澩
2287	珻
2288	慡
2289	愋
2290	髥
2291	冄
2292	苅
2293	刈
2294	髯
2295	滅
2296	豲
2297	原
2298	㮗
2299	矜
2300	婜
2301	燑
2302	童
2303	翞
2304	沜
2305	欭
2306	箲
2307	洗
2308	阰
2309	漺
2310	濔
2311	潙
2312	瞜
2313	灂
2314	㳇
2315	墯
2316	惰
2317	沠
2318	怰
2319	湲
2320	儗
2321	疑
2322	㷖
2323	炅
2324	闣
2325	當
2326	倢
2327	疌
2328	儡
2329	畾
2330	䉰
2331	骹
2332	儅
2333	當
2334	擜
2335	献
2336	㪡
2337	害
2338	臎
2339	翠
2340	䏂
2341	亮
2342	null
2343	飮
2344	⻞
2345	蝏
2346	勖
2347	冒
2348	揎
2349	宣
2350	湸
2351	漽
2352	抂
2353	辜
2354	㴕
2355	null
2356	&CDP-8BEF;
2357	逺
2358	⻌
2359	鞽
2360	喬
2361	穯
2362	null
2363	挐
2364	伡
2365	邆
2366	摔
2367	率
2368	稱
2369	爯
2370	萷
2371	削
2372	浶
2373	牢
2374	獯
2375	null
2376	汼
2377	槩
2378	?
2379	?
2380	糄
2381	洠
2382	镣
2383	觫
2384	卬
2385	&CDP-8CBD;
2386	卩
2387	&C4-386A;
2388	掎
2389	奇
2390	庡
2391	珂
2392	佃
2393	楳
2394	某
2395	伸
2396	申
2397	阯
2398	佣
2399	俌
2400	俑
2401	甬
2402	躎
2403	煴
2404	鏲
2405	&GT-25686;
